p_exposure,p_automatable,rationale,raw_ok,job_id
0.03,0.33,"Postings describe project management, contracts, legal operations, and document editing; no explicit AI work, mixed routine and interpersonal tasks.",1,8d111a9d4ad3
0.01,0.43,"Trial-support legal assistant role shows no AI use; work includes judgment-heavy, fast-paced coordination, though some administrative tasks are automatable.",1,677bda209fd1
0.03,0.42,"Claims handling needs judgment, communication, and case management; posting mentions no AI, though parts are process-driven.",1,a2663ced045e
0.01,0.12,"Litigation attorney posting shows no AI/data tasks; legal advocacy, judgment, and client-specific work are hard to automate.",1,42f5b13de03d
0.02,0.12,"Senior legal counsel, policy, advising, representation, and drafting are non-AI-specific and require complex human judgment.",1,0cda90c0d09a
0.02,0.18,"Family law litigation and client counseling; little AI/data work mentioned, and core tasks require judgment and advocacy.",1,9bbbe3ce12f1
0.02,0.08,"Clinical psychological care, program management, and staff coordination; no AI/data-science duties, low routine automability.",1,33f12ee2e640
0.28,0.24,"Legal procurement role; mentions helping function leverage AI, but core work is contract negotiation, judgment, compliance.",1,e9447938e48c
0.02,0.18,"Associate attorney litigation role; legal judgment and advocacy dominate. Posting mentions recruiter AI, not job duties.",1,7be65e6756fe
0.05,0.18,"Patent prosecution is specialized legal/technical judgment work; posting mentions no AI, and core tasks are not highly routine.",1,3905255318
0.03,0.28,"Litigation paralegal work uses legal databases, not AI; duties require judgment, coordination, confidentiality, and in-person trial support.",1,3901636016
0.06,0.09,"IP legal counsel, research, advocacy, and negotiation are human judgment-heavy; CS/EE background doesn’t imply AI work.",1,3886471794
0.03,0.29,"Network installation, testing, troubleshooting, and coordination; no AI/ML duties. Some routine tasks, but substantial hands-on judgment required.",1,3903476353
0.08,0.46,"IP systems/process support and data integrity work; no explicit AI/ML, but some workflow tasks are structured and automatable.",1,3905694001
0.03,0.12,"IP attorney work is legal drafting, licensing, and judgment-heavy; posting mentions no AI or data-science tasks.",1,3890892681
0.13,0.24,"Technical support for intelligence/electronic warfare systems; no explicit AI/ML tasks, and duties appear human-centered, varied, and service-oriented.",1,3905664643
0.03,0.18,"Patent prosecution and legal due diligence in biotech; specialized judgment-heavy work, no AI/ML or data-science tasks mentioned.",1,3886459420
0.02,0.08,"Senior law-partner work centers on client counsel, relationships, and business development, not AI; tasks are nonroutine and judgment-intensive.",1,3884921825
0.07,0.06,"Patent litigation attorney role; legal advocacy and analysis, no AI duties stated, highly nonroutine judgment work.",1,3895484767
0.01,0.07,"Therapy role emphasizes human compassion, cultural sensitivity, and client partnership; no AI, ML, or data-science duties mentioned.",1,1b441c5a8082
0.09,0.18,"Alliance marketing/partnership role emphasizes strategy, relationships, leadership; little explicit AI use and low routine-task automability.",1,65142982cc75
0.02,0.46,"Retail sales/customer service role; no AI duties mentioned. Some checkout/returns tasks automatable, but customer interaction remains central.",1,21f9ede35e3f
0.02,0.42,"Customer-facing optometric support and preliminary testing; little AI/data work, but some routine admin tasks are automatable.",1,7e14d75dc4d6
0.02,0.76,"Administrative PBM support with daily tasks/projects; no AI/data-science duties mentioned, and much support work is routine.",1,c9b651b87570
0.06,0.38,"Credit analysis centers on judgment, risk balancing, and relationship-building; little explicit AI, only some potentially automatable analysis tasks.",1,0cd5fff671a0
0.03,0.12,"Senior ERISA attorney role centers on legal judgment, client counseling, and agency representation, not AI; core work is not routine.",1,6ab5e150663b
0.12,0.23,"Senior consulting, liaison, and strategy role; no explicit AI/data-science work, and core tasks require human judgment.",1,0f114d3c4c99
0.82,0.64,Query vetting/data annotation likely supports AI workflows; labeling is repetitive but still needs human judgment and language nuance.,1,d5d318a4e232
0.03,0.12,"Patent prosecution in life sciences is specialized legal writing and analysis; little explicit AI use, low routine automation potential.",1,b7536269704c
0.11,0.24,"Focuses on process improvement, Lean/Six Sigma, and leadership; some data analysis, but little explicit AI and nonroutine work.",1,3889717206
0.94,0.18,"Posting explicitly mentions integrating ML, bioinformatics pipelines, and collaboration with ML teams; research-heavy, nonroutine scientific work.",1,3904709960
0.99,0.18,"Data Scientist/Statistician intern on Data Science & Statistics team; analytical, research-oriented work is AI-related but not easily automated.",1,3898177352
0.04,0.14,"Pharmaceutical company description only; no job duties shown, and nothing indicates AI work or highly routine automatable tasks.",1,3884435831
0.19,0.12,"Chemistry role uses data and in silico tools, but core work is experimental, creative, and non-routine.",1,3906235373
0.03,0.28,"Procurement leadership, negotiations, supplier management, and cross-functional coordination; little AI/data-science content, many non-routine interpersonal tasks.",1,3901392428
0.04,0.18,"Medical oversight, judgment, safety/regulatory assessment; little explicit AI/data-science work; core tasks are expert, non-routine, communication-heavy.",1,3901348665
0.02,0.72,"Warehouse handling, inspections, labeling, counts, and inventory entry are routine; no AI, ML, or data-science duties mentioned.",1,3885842845
0.06,0.22,"ERP functional lead designing workflows and solutions; little explicit AI/data-science work, and tasks require human judgment.",1,3884441210
0.01,0.72,"Retail cashier role; no AI/data duties mentioned. Many checkout tasks are routine, but customer interaction still matters.",1,3905325938
0.12,0.28,"Sales/account management role in genomics services; mentions bioinformatics, but core tasks are relationship-driven and nonroutine.",1,9e0f13a82579
0.12,0.38,"Forensic evidence maintenance follows SOPs; little explicit AI use, but some routine lab handling is partly automatable.",1,5c52727a5ef4
0.01,0.58,"Restaurant cleaning/washing role shows no AI use; many repetitive tasks, but physical dexterity and on-site work limit automation.",1,c74b60db76f0
0.08,0.34,"Field/environmental sampling and documentation; little AI/ML mention, but some data collection/reporting tasks are somewhat routine.",1,ffb1cb8cecae
0.03,0.22,"Sales/business development in commercial roofing; relationship-building and closing deals are human-centric, with little explicit AI or routine automation.",1,72e7c76e667e
0.03,0.22,"Construction QA/QC inspection and coordination role; little AI/data-science content, with physical site oversight limiting automation.",1,939f6ef9d1d8
0.03,0.04,"Experimental quantum-materials postdoc; lab synthesis, characterization, and idea development, not AI/data-science or routine automatable tasks.",1,fd880adbac56
0.02,0.08,"Generic engineering-firm overview only; no AI/data duties, and core consulting/engineering work appears nonroutine and hard to automate.",1,90e57c7d1ebc
0.08,0.14,"Analytical sciences biopharma rotation role; little evidence of AI/data-science work, and core scientific tasks are specialized, not routine.",1,3df7a7c935b9
0.08,0.18,"Policy and portfolio analysis role; complex advisory, investment assessment, and executive engagement, with little explicit AI or routine automation.",1,c26a66a023aa
