p_exposure,p_automatable,rationale,raw_ok,job_id
0.07,0.25,"No AI/ML mentioned; role focuses on architecture, deployment, and legal DMS, high-skill, low automation.",1,3901352958
0.04,0.62,No AI duties; routine filing and rule checks amenable to RPA.,1,3898164442
0.02,0.08,"No AI/ML duties mentioned; litigation work is complex, non‑routine, low automation risk.",1,3901378560
0.02,0.12,"No AI/ML duties; legal analysis and drafting are complex, non‑routine tasks.",1,3900956928
0.05,0.42,Legal support tasks; no AI work; moderate routine tasks may be automated.,1,3901941349
0.04,0.62,No AI/ML mention; many routine admin tasks could be handled by HR software or bots.,1,3905282953
0.12,0.27,"No AI/ML mention; contract work requires judgment, not highly routine.",1,fb5c7c7e1764
0.04,0.22,"No AI/ML tasks mentioned; roles require complex judgment and coordination, limiting automation.",1,8d111a9d4ad3
0.04,0.45,"Role focuses on trial support, not AI; tasks are routine but need judgment, giving moderate automation risk.",1,677bda209fd1
0.04,0.32,"Claims work is manual judgment, no AI mention; routine aspects modestly automatable.",1,a2663ced045e
0.02,0.15,"No AI/ML mention; attorney work requires judgment and advocacy, not routine enough for full automation.",1,42f5b13de03d
0.04,0.12,"Legal counsel role, no AI/ML mention; tasks require judgment, low routine automation potential.",1,0cda90c0d09a
0.02,0.25,No AI/ML mentioned; legal judgment tasks limit automation despite some routine elements.,1,9bbbe3ce12f1
0.07,0.12,"No AI/ML mention; tasks require complex clinical judgment and human interaction, not routine.",1,33f12ee2e640
0.22,0.34,"Legal drafting/negotiation role, minimal AI work; some routine tasks could be automated, but requires judgment.",1,e9447938e48c
0.04,0.22,"Legal associate duties involve judgment; posting mentions AI only for recruiter, not job tasks.",1,7be65e6756fe
0.04,0.09,"No AI/ML duties; legal analysis and drafting are high-skill, non‑routine tasks.",1,3905255318
0.07,0.23,"No AI/ML work described; tasks need legal judgment, travel, and confidential handling, limiting automation.",1,3901636016
0.08,0.22,"Legal IP work rarely uses AI; tasks are complex, non‑routine, limiting automation potential.",1,3886471794
0.05,0.27,"No AI/ML duties; requires expert troubleshooting and coordination, not highly routine.",1,3903476353
0.08,0.32,"No AI/ML mention; tasks require judgment, troubleshooting, and process design, not highly routine.",1,3905694001
0.04,0.22,"No AI mention; legal work is complex, not routine, but some drafting could be automated.",1,3890892681
0.15,0.22,"Support role for intelligence systems, no explicit AI work; tasks involve specialized, non‑routine analysis and security.",1,3905664643
0.07,0.18,"No AI/ML duties mentioned; tasks require expert legal/scientific judgment, not routine.",1,3886459420
0.04,0.08,"Partner role focuses on expertise, client relations, strategy; minimal AI work, low routine tasks for automation.",1,3884921825
0.12,0.07,"Patent litigation attorney; no AI work; tasks require expert judgment, not routine.",1,3895484767
0.04,0.09,"Therapy focuses on personal interaction; no AI tasks mentioned, and duties are non‑routine, high‑skill human work.",1,1b441c5a8082
0.04,0.14,"No AI/ML mentions; tasks are strategic, relationship‑focused, not routine.",1,65142982cc75
0.04,0.36,"Retail sales job, no AI work; routine customer service tasks are moderately automatable.",1,21f9ede35e3f
0.04,0.32,"No AI/ML mention; tasks are customer‑facing, physical, but involve routine testing that could be partly automated.",1,7e14d75dc4d6
0.08,0.53,"No AI/ML mention; tasks are routine administrative and data processing, some strategic work reduces full automation.",1,c9b651b87570
0.07,0.35,"No AI/ML mention; credit analysis needs judgment and relationships, modest automation potential.",1,0cd5fff671a0
0.04,0.08,"No AI/ML tasks mentioned; legal analysis and client work are high‑skill, non‑routine.",1,6ab5e150663b
0.12,0.15,"No AI/ML mention; senior consulting, complex judgment tasks—not routine, low automation risk.",1,0f114d3c4c99
0.52,0.71,Annotation work supports AI training (exposure); tasks are repetitive and could be largely automated.,1,d5d318a4e232
0.12,0.15,"Role focuses on legal drafting and biotech expertise; minimal AI work, tasks highly judgment‑based.",1,b7536269704c
0.22,0.14,"Focus on lean/ Six Sigma and process leadership; minimal AI mention, tasks non‑routine and judgment‑heavy.",1,3889717206
0.87,0.12,"Role builds pipelines, integrates ML; complex, creative work, not routine enough for automation.",1,3904709960
0.86,0.28,"Intern role centers on data science/ML work (high exposure); tasks require analysis and creativity, low routine automation.",1,3898177352
0.04,0.08,"Posting lacks AI/ML terms; pharma role involves specialized, non‑routine work.",1,3884435831
0.33,0.18,"Mentions in silico tools and data-driven design, little routine lab work; limited AI use, low automation risk.",1,3906235373
0.07,0.18,"No AI/ML mentioned; role demands strategic negotiation and leadership, limiting current automation potential.",1,3901392428
0.07,0.15,"No AI/ML mentioned; role requires expert medical judgment, limiting automation despite some data review.",1,3901348665
0.04,0.27,"No AI/ML tasks; routine physical inventory work, some automation potential but human oversight required.",1,3885842845
0.04,0.22,"ERP functional lead focuses on design, consulting, not AI; tasks are strategic, not highly routine.",1,3884441210
0.02,0.71,"No AI/ML mentioned; cashier duties are routine, easily automated.",1,3905325938
0.15,0.2,"Sales/account management role, limited AI work; core tasks require human relationship building, low automation.",1,9e0f13a82579
0.1,0.15,"Lab evidence handling, no AI/ML mentioned; tasks manual, low routine automation potential.",1,5c52727a5ef4
0.02,0.73,No AI work mentioned; tasks are routine physical cleaning that machines could replace.,1,c74b60db76f0
0.07,0.32,"No AI/ML mention; work involves field sampling, lab analysis, documentation, moderately routine but not fully automatable.",1,ffb1cb8cecae
0.07,0.22,"No AI/ML mention; sales tasks require human judgment, low routine.",1,72e7c76e667e
0.04,0.22,"No AI/ML mention; tasks involve physical inspection and judgment, low automation risk but some routine elements.",1,939f6ef9d1d8
0.05,0.12,"No AI/ML referenced; work involves experimental, creative research, not routine tasks.",1,fd880adbac56
0.07,0.22,"No AI/ML mentioned; tasks require expert design and client interaction, not routine.",1,90e57c7d1ebc
0.09,0.24,"Posting lacks AI/ML terms; focuses on experimental, leadership work that isn’t highly routine.",1,3df7a7c935b9
0.08,0.12,"No AI/ML mention; tasks involve complex judgment, policy advice, senior interaction, not routine.",1,c26a66a023aa
