job_id,gpt_exposure_score,gpt_replace_score,gpt_exposure,gpt_replace,rationale,model,prompt_version
3906200470,0.03,0.22,0,0,Sales and relationship-focused grain marketing; no AI/ML work mentioned. Some routine market monitoring and service tasks could be partially automated.,gpt-5.4-mini,v1
3884937037,0.05,0.25,0,0,"Traditional accounting role; mentions financial systems and process improvement, but no AI/ML work and only moderate routine task exposure.",gpt-5.4-mini,v1
3901364791,0.02,0.68,0,1,"Assembly work follows digital instructions; no evidence of AI/ML use, but tasks appear routine and repetitive.",gpt-5.4-mini,v1
3903462780,0.02,0.85,0,1,"Clerical quality support with data review and filing; no AI/ML work mentioned, highly routine document-processing tasks.",gpt-5.4-mini,v1
3902788275,0.12,0.1,0,0,"Mostly hands-on mechanical, testing, transport, and safety-driving work; only indirect connection to autonomous tractor systems.",gpt-5.4-mini,v1
3904582563,0.02,0.58,0,1,"No AI/ML work described; routine order entry, customer service, and coordination tasks are moderately automatable.",gpt-5.4-mini,v1
3898157584,0.06,0.18,0,0,"No AI/ML or data-science mention; role is strategic, coordination-heavy, and likely partly judgment-based, not highly routine.",gpt-5.4-mini,v1
3889762099,0.01,0.18,0,0,"No AI/ML or data work mentioned; mostly tractor-trailer driving, maintenance, and manual farm labor.",gpt-5.4-mini,v1
3905295631,0.03,0.34,0,0,"Sales/account-management role; little AI/ML work. Some routine lead-generation, reporting, and admin tasks are partially automatable.",gpt-5.4-mini,v1
3905299409,0.02,0.67,0,1,"Logistics coordination role with scheduling and tracking; no AI/ML work, but many routine, rule-based administrative tasks.",gpt-5.4-mini,v1
3887493009,0.01,0.35,0,0,"Truck-based equipment delivery and inspections; no AI or data work mentioned, but driving/logistics and checklists are partly automatable.",gpt-5.4-mini,v1
3887596395,0.01,0.83,0,1,Pure clerical/order-entry role with no AI or data-science duties; routine computer-based tasks are highly automatable.,gpt-5.4-mini,v1
3904583427,0.02,0.72,0,1,"Equipment repair role; no AI/ML work mentioned. Tasks are procedural diagnostics, repairs, reports, and maintenance, which are partly automatable.",gpt-5.4-mini,v1
3884436884,0.02,0.78,0,1,"Administrative contracts work; no AI/ML mentioned. Routine logging, proofreading, scheduling, and document preparation are highly automatable.",gpt-5.4-mini,v1
3888973764,0.06,0.22,0,0,"Mechanics and maintenance role with only basic computer use; no AI/ML work, but some routine diagnostic and repair tasks are partially automatable.",gpt-5.4-mini,v1
3900947166,0.09,0.12,0,0,"Agronomy trial coordination and training role; little explicit AI/ML or data-science work, and tasks are largely judgment-based field work.",gpt-5.4-mini,v1
3905294916,0.01,0.42,0,0,"Operations/supervisory facility role; no AI/ML work mentioned. Some tasks are routine, but leadership and judgment limit automation.",gpt-5.4-mini,v1
3884928659,0.03,0.2,0,0,"Accounting, financial reporting, and ad hoc analysis suggest little AI work; core tasks include standardized reporting and routine analysis.",gpt-5.4-mini,v1
3903475910,0.02,0.33,0,0,"No AI/ML/data-science duties; mostly relationship management, field monitoring, contracts, and routine recordkeeping.",gpt-5.4-mini,v1
3905329900,0.02,0.78,0,1,"Warehouse operations; no AI/ML work. Tasks are routine physical, inventory, and documentation duties with standard software.",gpt-5.4-mini,v1
3905295630,0.03,0.12,0,0,"Commodity trading and relationship management; no AI/ML or data-science work described, but some execution tasks are partly routinizable.",gpt-5.4-mini,v1
3901946857,0.06,0.19,0,0,"Field research role uses remote sensing and data collection, but no AI/ML methods; hands-on equipment and supervision reduce automation.",gpt-5.4-mini,v1
3901698266,0.01,0.14,0,0,"Hands-on maintenance role with inspections and repairs; little to no AI/ML work, limited automation due to physical, varied tasks.",gpt-5.4-mini,v1
3904376378,0.08,0.18,0,0,"Sales/partnership role in sustainability and data; no AI/ML work described, though some outreach tasks are partially routine.",gpt-5.4-mini,v1
3901652587,0.03,0.55,0,1,"Sales/marketing leadership with strategy and KPIs; no AI/ML or data-science work mentioned. Some planning is automatable, though leadership is less so.",gpt-5.4-mini,v1
3904514229,0.05,0.62,0,1,"Data entry and report running suggest routine work; no evidence of AI, ML, or data-science methods.",gpt-5.4-mini,v1
3902745796,0.02,0.56,0,1,"Pure clerical/admin coordination role; no AI/ML work mentioned, but many routine ordering and record tasks are automatable.",gpt-5.4-mini,v1
3906203101,0.01,0.36,0,0,"No AI/ML work described; role is relationship-heavy, but includes routine market monitoring and transaction handling.",gpt-5.4-mini,v1
3903881656,0.08,0.22,0,0,"Primarily HR administration and reporting; some system support and surveys, but no evidence of AI/ML work.",gpt-5.4-mini,v1
3905295629,0.02,0.27,0,0,"Warehouse/materials handling role with basic system entry; no AI/ML work, but some repetitive tasks are partly automatable.",gpt-5.4-mini,v1
3900978229,0.02,0.18,0,0,"HR generalist role; no AI/ML work mentioned. Some administrative HR tasks are somewhat automatable, but much requires judgment and relationships.",gpt-5.4-mini,v1
3901975629,0.01,0.68,0,1,"Packing-house supervision and sanitation/logging are manual, routine tasks with no AI, ML, or data-science work mentioned.",gpt-5.4-mini,v1
3901687904,0.01,0.12,0,0,"Sales role; no AI/ML work mentioned. Core tasks are relationship-building and customer outreach, only mildly automatable.",gpt-5.4-mini,v1
3904953668,0.02,0.18,0,0,"Accounting management role; no AI/ML work mentioned. Some reporting is software-assisted, but judgment-heavy technical accounting limits automation.",gpt-5.4-mini,v1
3906067166,0.08,0.18,0,0,"Uses climate-control software and production data, but primarily hands-on greenhouse crop management; limited AI/ML content and moderate automation risk.",gpt-5.4-mini,v1
3901965400,0.07,0.21,0,0,"Traditional FP&A work; no AI or data-science mention. Some reporting is routine, but budgeting and analysis require judgment.",gpt-5.4-mini,v1
3903470944,0.03,0.22,0,0,"Compliance, reporting, inspections, and training; no evidence of AI, ML, or data-science work.",gpt-5.4-mini,v1
3900942924,0.01,0.78,0,1,"Pure administrative support; no AI/ML work mentioned. Many scheduling, expense, document, and coordination tasks are routine and automatable.",gpt-5.4-mini,v1
3906200467,0.01,0.38,0,0,"No AI/ML work described; tasks are equipment operation, application, communication, and routine maintenance.",gpt-5.4-mini,v1
3901981054,0.02,0.3,0,0,"Operations/manufacturing role with process improvement; no AI/ML work. Some scheduling and documentation are routine, but leadership limits automation.",gpt-5.4-mini,v1
3902750991,0.01,0.18,0,0,No AI/ML work mentioned; hands-on maintenance and troubleshooting are partly standardized but still physical and varied.,gpt-5.4-mini,v1
3905299407,0.02,0.55,0,1,"Purchasing and supplier management, with metrics and e-procurement; no AI/ML work, but many routine record and ordering tasks.",gpt-5.4-mini,v1
3900945316,0.78,0.41,1,0,"Forecasting, time-series analysis, segmentation, and PowerBI/Excel evaluation suggest analytics work; process execution also appears partly automatable.",gpt-5.4-mini,v1
3898177736,0.03,0.08,0,0,"Cloud/application engineering role; no AI/ML or data-science work mentioned, and tasks are mostly infrastructure design and troubleshooting.",gpt-5.4-mini,v1
3905832732,0.02,0.08,0,0,"No AI/ML work mentioned; mainly site management, budgeting, contracting, and orchard operations requiring human coordination.",gpt-5.4-mini,v1
3884429672,0.03,0.56,0,1,"No AI/ML work listed; mostly routine communications, copyediting, content updates, and social media tasks.",gpt-5.4-mini,v1
3901934861,0.01,0.86,0,1,Manual production labor; no AI/ML work mentioned. Tasks are repetitive line operations and material handling.,gpt-5.4-mini,v1
3894284013,0.05,0.12,0,0,"General farm management and supervision; some data analysis, but no AI/ML work and substantial human judgment and coordination.",gpt-5.4-mini,v1
3884435283,0.08,0.34,0,0,"Strategy-heavy portfolio management; mentions analytics and data, but no clear AI/ML work. Some routine evaluation/coordination may be automatable.",gpt-5.4-mini,v1
3895205776,0.01,0.72,0,1,"Recruiting and ATS recordkeeping are non-AI tasks; work is largely repetitive sourcing, outreach, and scheduling.",gpt-5.4-mini,v1
3905301571,0.08,0.12,0,0,"Materials engineering role; posting mentions no AI/ML/data science. Work sounds technical but largely specialized, not routine clerical.",gpt-5.4-mini,v1
3905298421,0.03,0.45,0,0,"No AI/ML duties mentioned; mostly routine operational coordination and documentation with some specialized, hands-on judgment.",gpt-5.4-mini,v1
3904718114,0.02,0.12,0,0,"Operations management role; no AI/ML or data-science work mentioned. Some routine coordination, but leadership and judgment are central.",gpt-5.4-mini,v1
3905854526,0.01,0.22,0,0,"Hands-on wastewater monitoring and maintenance; no AI or data-science duties mentioned, though some routine monitoring is automatable.",gpt-5.4-mini,v1
3903469659,0.03,0.32,0,0,"Field/greenhouse operations and data collection; little indication of AI/ML work, but some routine tasks are automatable.",gpt-5.4-mini,v1
3904718113,0.01,0.88,0,1,"Driving, lifting, compliance, and forklift work; no AI/ML duties mentioned, and tasks are highly routine.",gpt-5.4-mini,v1
3904580438,0.08,0.28,0,0,"Accounting and financial reporting role with analysis, but no indication of AI/ML work; some routine close and tracking tasks are partially automatable.",gpt-5.4-mini,v1
3906230156,0.05,0.22,0,0,"Quality control lab work; no AI/ML mentioned. Some routine testing may be partially automatable, but not mostly machine-run.",gpt-5.4-mini,v1
3891083171,0.05,0.08,0,0,"Executive finance strategy role; mentions data-driven culture, but no AI/ML work and low routine automatable content.",gpt-5.4-mini,v1
3901988957,0.03,0.62,0,1,"No AI/ML work described; role centers on repetitive accounting calculations, reconciliations, and system inputs.",gpt-5.4-mini,v1
3903462777,0.02,0.1,0,0,"Manual fabrication, welding, machining, and shipping duties; no mention of AI, data, or model work.",gpt-5.4-mini,v1
3905829697,0.02,0.28,0,0,Administrative coordination role with no AI/ML duties; some routine scheduling and support tasks are partially automatable.,gpt-5.4-mini,v1
3888012305,0.02,0.14,0,0,"Diesel technician role uses diagnostic tools, but no AI/ML or data science; mechanical repairs are partly routine, partly hands-on.",gpt-5.4-mini,v1
3905254737,0.99,0.08,1,0,"Explicit AI/ML, transformers, LLMs, generative AI, and model training dominate; work is highly specialized, not routine.",gpt-5.4-mini,v1
3901911413,0.08,0.83,0,1,"Accounting role; posting mentions company AI, but job duties are standard bookkeeping, reconciliations, and month-end close.",gpt-5.4-mini,v1
3905300338,0.02,0.78,0,1,"No AI/ML work described; mostly routine vehicle operation, inspections, loading, and compliance tasks.",gpt-5.4-mini,v1
ab92f987996d,0.01,0.92,0,1,"Prep cook role; no AI/ML work mentioned. Tasks appear routine, repetitive food preparation with high automation potential.",gpt-5.4-mini,v1
31c0d21d2e90,0.02,0.08,0,0,"Mechanical building-systems engineer; no AI/ML work mentioned, and tasks are specialized, judgment-based, and field-dependent.",gpt-5.4-mini,v1
4e8253859ccd,0.01,0.9,0,1,Cleaning and trash removal involve no AI work; tasks are highly routine and repetitive.,gpt-5.4-mini,v1
ce19099c4e81,0.02,0.72,0,1,"Operations role; no AI/data work mentioned. Duties sound routine, physical, and standardized, so automation risk is relatively high.",gpt-5.4-mini,v1
8493cc3cea00,0.02,0.12,0,0,"Investor relations and capital-raising role; no AI/ML work described, and tasks seem relationship-driven rather than routine.",gpt-5.4-mini,v1
9bcc3e556200,0.03,0.18,0,0,"Geotechnical engineering and technical report preparation; no AI/ML mention, and tasks appear specialized but not highly repetitive.",gpt-5.4-mini,v1
8af56e0e8b7e,0.12,0.24,0,0,"Focuses on process quality, reporting, compliance, and cross-functional coordination; little explicit AI/ML use, moderate routine reporting work.",gpt-5.4-mini,v1
a2c4f3c301de,0.78,0.22,1,0,Research fellowship likely involves technical research; AI/ML possible but unspecified. Work seems non-routine and not highly automatable.,gpt-5.4-mini,v1
67b453eb1b40,0.01,0.06,0,0,"Posting is generic neonatal care/health system language, with no AI, ML, data, or analytical tasks mentioned.",gpt-5.4-mini,v1
11ede416bb02,0.01,0.86,0,1,"No AI/ML work described; primarily repetitive warehouse unloading, picking, loading, and organization tasks.",gpt-5.4-mini,v1
46218ab6dc5e,0.02,0.18,0,0,"Marine mammal assistant role; no AI, ML, or data-science duties described. Likely field/support work with some routine tasks.",gpt-5.4-mini,v1
e7cf978608ec,0.03,0.19,0,0,"Agronomic sales/advice role; no AI, ML, or data-science work mentioned. Mostly relationship-driven expertise, with some routine advisory tasks.",gpt-5.4-mini,v1
a19d521d9511,0.02,0.18,0,0,Sales and partnership role with relationship-building; little evidence of AI/ML use and only moderately automatable.,gpt-5.4-mini,v1
52e744599e5e,0.05,0.12,0,0,"Environmental engineering/remediation role; no AI/ML mention. Work appears technical and client-facing, not highly routine or fully automatable.",gpt-5.4-mini,v1
c2c571b501a9,0.01,0.58,0,1,"No AI/ML/data-science duties mentioned; front-desk admin work is largely routine information, greeting, and referral tasks.",gpt-5.4-mini,v1
1ec77e68bf78,0.01,0.78,0,1,"Cleaning-focused hospital aide role; no AI/ML work described, and tasks appear routine and repetitive.",gpt-5.4-mini,v1
d2ec7cb3d3c5,0.01,0.72,0,1,"No AI/ML work described; duties are shift oversight, monitoring, planning, and standard customer-service operations.",gpt-5.4-mini,v1
69e559bba6cd,0.08,0.27,0,0,Imagery analysis role; no explicit AI/ML work. Some pattern-recognition tasks may be partially automatable.,gpt-5.4-mini,v1
91cc23a1311b,0.03,0.28,0,0,"Data center technician work is hardware/network operations, not AI-focused; some routine repair is automatable, but on-site troubleshooting limits it.",gpt-5.4-mini,v1
23c2c552e5f4,0.99,0.72,1,1,"Explicitly trains and evaluates AI chatbots; core work is AI-related, though human judgment and physics expertise reduce full automation.",gpt-5.4-mini,v1
e6f32ba9af7a,0.03,0.42,0,0,"Knowledge management and conference coordination; little evidence of AI/ML use, but some administrative tasks are routine.",gpt-5.4-mini,v1
3f60e52414a0,0.04,0.08,0,0,"Project management and field coordination role; no AI, ML, or data-science duties described. Mostly human coordination and outdoor oversight.",gpt-5.4-mini,v1
33873e58c6f6,0.01,0.22,0,0,Retail sales role; no AI/ML work mentioned. Some routine customer assistance and product advice could be partially automated.,gpt-5.4-mini,v1
a5fcd044493b,0.05,0.15,0,0,"Posting is an oil-sector advisory/PE role; no clear AI, ML, or data-science work described, and tasks seem judgment-based.",gpt-5.4-mini,v1
d2682c91fe4a,0.18,0.05,0,0,"Primarily client-facing sales; mentions AI-first and automation platforms, but core tasks are relationship and revenue growth.",gpt-5.4-mini,v1
0881b01f0458,0.02,0.32,0,0,No AI or data-science duties mentioned; planning/logistics supervision includes some routine coordination that software could partially automate.,gpt-5.4-mini,v1
48d8fcffdca0,0.98,0.22,1,0,"Role explicitly trains AI on environmental expertise; core work is expert judgment, not repetitive tasks.",gpt-5.4-mini,v1
85654d24f801,0.02,0.68,0,1,"Retail store management; no AI/data-science duties. Many core tasks are standardized, though human oversight remains important.",gpt-5.4-mini,v1
c0f3d4a297d2,0.03,0.72,0,1,"Retail store management and sales role; no AI/ML work mentioned. Many tasks are routine sales, merchandising, and outreach.",gpt-5.4-mini,v1
32f53aca7471,0.1,0.55,0,1,"Engineering/manufacturing role; mentions automation tooling, but no AI/ML or data-science work. Repetitive assembly under microscope is somewhat automatable.",gpt-5.4-mini,v1
616d69962a09,0.02,0.63,0,1,"Posting describes a maintenance technician role; no AI/ML work, but tasks appear routine and operational.",gpt-5.4-mini,v1
e7fb65deb5ed,0.01,0.18,0,0,Restaurant management role; no AI/ML work mentioned. Some routine inventory and scheduling tasks are partially automatable.,gpt-5.4-mini,v1
3c666847c079,0.03,0.12,0,0,"Business development and freight sales role; posting shows no AI/ML work and core tasks seem relationship-driven, not highly routine.",gpt-5.4-mini,v1
2b4e83f48958,0.03,0.35,0,0,"Production supervision role; mentions efficiency and leadership, but no AI/ML/data-science work. Some tasks are routine coordination and scheduling.",gpt-5.4-mini,v1
6d32c5987aaa,0.01,0.35,0,0,Tree climbing/trimming work shows no AI/ML use; some repetitive physical tasks are partially automatable.,gpt-5.4-mini,v1
98005c20d1ae,0.02,0.12,0,0,"Strategic food-systems coordination role; no AI/ML or data-science duties, and substantial judgment, relationship, and implementation work.",gpt-5.4-mini,v1
4188b402a1d6,0.01,0.68,0,1,"No AI/ML work mentioned; tasks are credit evaluation, documentation, approvals, and customer communication, largely rules-based.",gpt-5.4-mini,v1
bd9c001c53f3,0.03,0.18,0,0,Outdoor plant health care work with monitoring and evaluation; mentions scientific research but no AI or data-science tasks.,gpt-5.4-mini,v1
e7b62c34f596,0.01,0.72,0,1,"Retail sales associate role; no AI/ML work described, and core tasks appear routine customer service and sales.",gpt-5.4-mini,v1
cc8ff59eb467,0.01,0.05,0,0,"Clinical physician role; posting mentions no AI, data science, or routine automatable tasks.",gpt-5.4-mini,v1
41f4ced3b34e,0.01,0.72,0,1,"No AI/ML work mentioned; duties are routine event coordination, supervision, and service logistics, which are highly automatable.",gpt-5.4-mini,v1
d902d421dc63,0.02,0.55,0,1,Land surveying internship; no AI/ML mentioned. Tasks may be somewhat routine and computer-assisted.,gpt-5.4-mini,v1
2800d85f5c60,0.01,0.2,0,0,No AI or data-science work mentioned; tasks are hands-on animal care with some routine administrative/lab duties.,gpt-5.4-mini,v1
f0f121b31533,0.03,0.12,0,0,"Audiology clinical diagnosis and device fitting; no indication of AI/ML work, though some testing tasks are partially automatable.",gpt-5.4-mini,v1
bb40c2aeb0e5,0.02,0.78,0,1,"Leasing consultant work appears customer-service and admin focused, with no AI/ML responsibilities; many tasks are routine and standardized.",gpt-5.4-mini,v1
be53afe0eec0,0.01,0.78,0,1,"Cleaning-focused EVS role; no AI/ML work mentioned, while tasks are routine and repetitive.",gpt-5.4-mini,v1
ed983168d458,0.02,0.48,0,0,Pure outside sales role; no AI/ML work mentioned. Some repetitive cold-calling and lead-following could be partially automated.,gpt-5.4-mini,v1
49bad308813a,0.01,0.02,0,0,"Psychiatric nurse practitioner role; posting shows staffing, not AI, data science, or routine machine-replaceable tasks.",gpt-5.4-mini,v1
9d54d8995917,0.08,0.27,0,0,"Geology and project economics focus; no AI/ML mention. Some analytical work is standardized, but senior technical judgment limits automation.",gpt-5.4-mini,v1
21c180bfe9ba,0.03,0.62,0,1,"Data collection and routine surveying; no evidence of AI/ML work, but tasks appear largely repetitive and structured.",gpt-5.4-mini,v1
76e559dc5d1b,0.02,0.78,0,1,"Regulatory/technical assistance role; no AI/ML work mentioned. Tasks sound standardized, rule-based, and document-heavy.",gpt-5.4-mini,v1
d14603261d77,0.01,0.18,0,0,"Pure sales role with customer relationship work; no indication of AI, analytics, or machine-learning tasks.",gpt-5.4-mini,v1
3f659a47eac3,0.01,0.91,0,1,"No AI/ML work mentioned; repetitive manual processing, cutting, and packaging suggest high automation potential.",gpt-5.4-mini,v1
0af2f21ada0d,0.03,0.72,0,1,"Curriculum/outreach role with no AI, ML, or data-science work mentioned; tasks sound mostly routine coordination and messaging.",gpt-5.4-mini,v1
c4eac614cbe9,0.03,0.64,0,1,"No AI/ML work mentioned; duties are survey, recordkeeping, and routine field tasks that computers could partly automate.",gpt-5.4-mini,v1
6bbdda085c2a,0.04,0.18,0,0,"Biotech-support role with genetics knowledge, but no AI/ML/data-science work; mostly technical customer support, partly routine.",gpt-5.4-mini,v1
abad43fbdb56,0.01,0.72,0,1,"Kitchen cook role; no AI/ML work mentioned. Tasks are largely routine food preparation and service, though some dexterity and pace matter.",gpt-5.4-mini,v1
8572dcba75e7,0.01,0.28,0,0,"Housekeeping supervisor role; no AI/data work mentioned. Some routine coordination, but human service and oversight limit automation.",gpt-5.4-mini,v1
9ca9f5e9bc3f,0.03,0.66,0,1,"Manufacturing lead role; no AI/ML mention. Mostly coordination, routine production oversight, and process updates, which are moderately automatable.",gpt-5.4-mini,v1
579a65eb6d57,0.02,0.31,0,0,Sales leadership and lead qualification; no AI/ML work. Some routine outreach and pipeline tasks are partially automatable.,gpt-5.4-mini,v1
9c1f821035b0,0.01,0.18,0,0,"Teaching and sports leadership involve no AI/data work; some planning/admin is routine, but core PE instruction is not easily automated.",gpt-5.4-mini,v1
fcbaba714adf,0.01,0.55,0,1,No AI/ML work mentioned; managerial routine operations and coaching suggest moderate automation exposure.,gpt-5.4-mini,v1
