job_id,industry_key,industry_label,year,title_clean,source_platform,final_exposure_score,exposure_rationale,exposure_raw_ok,exposure_model,exposure_provider,final_automatable_score,automatable_rationale,automatable_raw_ok,automatable_model,automatable_provider,final_exposure,final_automatable
3900941961,farming_forestry,"Farming, Ranching and Forestry",2024.0,Senior Accountant – Financial Data Governance,linkedin_2024,0.18,"Financial data governance and analytics role; uses data systems, not explicit AI/ML. Many accounting checks are structured but require judgment.",1,gpt-5.4,openai,0.42,"Accounting governance and data consistency work; mentions analytics, but no AI/ML development or direct AI use.",1,gpt-5.4-mini,openai,0,0
3903451011,farming_forestry,"Farming, Ranching and Forestry",2024.0,Genetics and Genomics Manager,linkedin_2024,0.28,"Genomics/data analysis role using sequencing and quantitative genetics; leadership, interpretation, and breeding decisions are not highly routine.",1,gpt-5.4,openai,0.18,"Strong genomics, sequencing, CRISPR, and data analysis involvement; managerial, interpretive, and stakeholder-facing work limits automation.",1,gpt-5.4-mini,openai,0,0
3901347947,farming_forestry,"Farming, Ranching and Forestry",2024.0,Remote Data Scientist,linkedin_2024,0.99,"Directly builds and deploys transformer-based genomics AI; core work is advanced, collaborative, and not mostly routine.",1,gpt-5.4,openai,0.08,"Explicit AI/ML genomics work with transformers, training, evaluation, and deployment; tasks are specialized and not routine.",1,gpt-5.4-mini,openai,1,0
3887596394,farming_forestry,"Farming, Ranching and Forestry",2024.0,"Agricultural Field Services Tech (Willows, CA)",linkedin_2024,0.08,"Uses GPS/equipment calibration but no AI/ML; field setup, transport, maintenance, and support are hands-on, variable tasks.",1,gpt-5.4,openai,0.12,"GPS calibration mentioned, but role is mainly hands-on field service, equipment setup, transport, and maintenance.",1,gpt-5.4-mini,openai,0,0
3888821714,farming_forestry,"Farming, Ranching and Forestry",2024.0,Product and Market Developer,linkedin_2024,0.03,"Market development and sales strategy role; little AI/data-science work, with substantial relationship-building and judgment limiting automation.",1,gpt-5.4,openai,0.18,"Market/sales development role with forecasts and trial data; no AI/ML work described, and most tasks require human judgment and relationship-building.",1,gpt-5.4-mini,openai,0,0
3906201216,farming_forestry,"Farming, Ranching and Forestry",2024.0,Credit Manager,linkedin_2024,0.02,"Traditional credit evaluation and collections role; no AI/data-science duties mentioned, but many tasks are structured and process-driven.",1,gpt-5.4,openai,0.41,"No AI/ML work mentioned; tasks are credit review and collections, partly rule-based but still judgment-heavy.",1,gpt-5.4-mini,openai,0,0
3903471434,farming_forestry,"Farming, Ranching and Forestry",2024.0,Independent Seed Advisor,linkedin_2024,0.03,"Field sales, relationship management, recommendations, and territory growth dominate; little direct AI/data-science work, limited routine automatable tasks.",1,gpt-5.4,openai,0.18,"Sales and territory management role with agronomy support; no AI/ML work described, and tasks are partly routine but relationship-based.",1,gpt-5.4-mini,openai,0,0
3905298420,farming_forestry,"Farming, Ranching and Forestry",2024.0,"Worker II, Operations",linkedin_2024,0.03,"Warehouse/material-handling duties use basic systems, not AI; many repetitive physical tasks are partly automatable but still need humans.",1,gpt-5.4,openai,0.72,"No AI/ML work mentioned; routine handling, inspections, data entry, and equipment operation suggest high automation potential.",1,gpt-5.4-mini,openai,0,1
3895225004,farming_forestry,"Farming, Ranching and Forestry",2024.0,"National Key Account Manager, United States",linkedin_2024,0.02,"Strategic account management and relationship-building role; little evidence of AI/data-science work, low routine task automability.",1,gpt-5.4,openai,0.18,"Sales/account management role with strategic collaboration; no AI/ML or data-science duties, though some routine coordination is automatable.",1,gpt-5.4-mini,openai,0,0
3903840715,farming_forestry,"Farming, Ranching and Forestry",2024.0,General Labor 2nd Shift,linkedin_2024,0.01,"Manual production labor with hand tools and paperwork; no AI/data tasks, but many repetitive shop-floor duties are partly automatable.",1,gpt-5.4,openai,0.92,"Manual production labor with tools, prep, cleanup, and paperwork; no AI/ML work mentioned.",1,gpt-5.4-mini,openai,0,1
3894645109,farming_forestry,"Farming, Ranching and Forestry",2024.0,Senior Technical Product Manager,linkedin_2024,0.58,"Product role in predictive-analytics agtech likely interfaces with AI/data science, but strategic cross-functional management is hard to automate.",1,gpt-5.4,openai,0.18,Predictive analytics and high-quality data suggest AI/data-science exposure; senior product management remains largely strategic and cross-functional.,1,gpt-5.4-mini,openai,1,0
3905295632,farming_forestry,"Farming, Ranching and Forestry",2024.0,Class A Truck Driver- Plant Nutrient,linkedin_2024,0.01,"Manual driving, inspections, loading, and regulatory compliance; no AI/data tasks mentioned, limited automatable physical work.",1,gpt-5.4,openai,0.18,"Driving, inspections, and cargo handling are manual; no AI, ML, or data-science work is described.",1,gpt-5.4-mini,openai,0,0
3901951424,farming_forestry,"Farming, Ranching and Forestry",2024.0,Director of Global Treasury,linkedin_2024,0.04,"Treasury leadership, banking relationships, forecasting, negotiations, and oversight; little explicit AI/data-science work, limited routine automatable core tasks.",1,gpt-5.4,openai,0.22,"Treasury operations and financial modeling, with ERP support; little direct AI/ML work and many judgment-heavy relationship tasks.",1,gpt-5.4-mini,openai,0,0
3905876320,farming_forestry,"Farming, Ranching and Forestry",2024.0,Customer Service Team Lead,linkedin_2024,0.03,"Customer-service supervision and coaching; little explicit AI/data-science work, but some routine monitoring/reporting tasks are automatable.",1,gpt-5.4,openai,0.62,"No AI/ML work described; core duties are routine customer support oversight, coaching, workflow monitoring, and process management.",1,gpt-5.4-mini,openai,0,1
3900063709,farming_forestry,"Farming, Ranching and Forestry",2024.0,Field Service Representative,linkedin_2024,0.02,"Hands-on regional field service, training, troubleshooting, and dealer communication; little AI/data work, low routine automability.",1,gpt-5.4,openai,0.12,"No AI/ML work described; mostly human field support, training, and problem-solving with some routine communication.",1,gpt-5.4-mini,openai,0,0
3901936521,farming_forestry,"Farming, Ranching and Forestry",2024.0,Director of Human Resources and Administration,linkedin_2024,0.02,"HR/administration leadership role; no AI/data-science duties mentioned. Involves judgment, oversight, and people management, limiting automation.",1,gpt-5.4,openai,0.18,"HR/administration role with financial and operational oversight; no AI, ML, or data-science duties described.",1,gpt-5.4-mini,openai,0,0
3906228410,farming_forestry,"Farming, Ranching and Forestry",2024.0,Product Quality Engineer,linkedin_2024,0.03,"Quality engineering role; posting shows no AI/data-science work, and core judgment/problem-solving tasks are only partly automatable.",1,gpt-5.4,openai,0.18,"Quality engineering role; posting emphasizes manufacturing quality work, not AI/ML. Some routine inspection and documentation may be automatable.",1,gpt-5.4-mini,openai,0,0
3887593784,farming_forestry,"Farming, Ranching and Forestry",2024.0,"Plant Operator (Hughson, CA)",linkedin_2024,0.02,"Manual plant and warehouse operations; minimal AI/data work. Some repetitive tasks, but physical equipment use limits automation.",1,gpt-5.4,openai,0.72,"No AI/ML work described; mostly repetitive warehouse, handling, and plant operations with some physical and customer-facing tasks.",1,gpt-5.4-mini,openai,0,1
3900942928,farming_forestry,"Farming, Ranching and Forestry",2024.0,Corteva Product Agronomist (MS/TN),linkedin_2024,0.08,"Field agronomy, trials, evaluations, training, and liaison work; little explicit AI/data-science, substantial nonroutine human judgment.",1,gpt-5.4,openai,0.18,"Agronomy, trials, and sales training dominate; only minor mention of technologies, with limited routine data collection and coordination.",1,gpt-5.4-mini,openai,0,0
3895527316,farming_forestry,"Farming, Ranching and Forestry",2024.0,Sow Farm Animal Caretaker,linkedin_2024,0.01,"Hands-on livestock care and observation; no AI/data tasks mentioned. Physical, variable animal-care work limits automation.",1,gpt-5.4,openai,0.18,"No AI/ML work described; mostly routine animal care, though live-animal judgment and physical tasks limit full automation.",1,gpt-5.4-mini,openai,0,0
3902866621,farming_forestry,"Farming, Ranching and Forestry",2024.0,LP Service Technician,linkedin_2024,0.01,"Hands-on propane delivery, installation, repairs, driving, and customer interaction; little AI use and low full automation feasibility.",1,gpt-5.4,openai,0.08,"Manual propane service work; no AI/ML or data-science tasks, and core duties require physical field work and troubleshooting.",1,gpt-5.4-mini,openai,0,0
3898170164,farming_forestry,"Farming, Ranching and Forestry",2024.0,Accountant,linkedin_2024,0.03,"Accounting, reconciliations, closing, budgeting, and reporting use standard finance systems; little explicit AI/data-science work.",1,gpt-5.4,openai,0.42,Standard accounting role with database work; no AI/ML mentioned. Many routine reconciliations and monthly close tasks are partially automatable.,1,gpt-5.4-mini,openai,0,0
3906202183,farming_forestry,"Farming, Ranching and Forestry",2024.0,Export Documentation,linkedin_2024,0.01,"Administrative export documentation role; no AI/data-science tasks. Many structured, repetitive paperwork and recordkeeping duties are automatable.",1,gpt-5.4,openai,0.72,"No AI/ML work mentioned; tasks are document processing, data entry, filing, and routine coordination.",1,gpt-5.4-mini,openai,0,1
3904715383,farming_forestry,"Farming, Ranching and Forestry",2024.0,"Agricultural Field Services Tech, Seasonal (Warden, WA)",linkedin_2024,0.04,"Equipment setup, transport, calibration, and field maintenance are hands-on agricultural service tasks, not AI-focused or easily fully automated.",1,gpt-5.4,openai,0.18,"GPS calibration only; mostly hands-on equipment setup, transport, maintenance, and field support.",1,gpt-5.4-mini,openai,0,0
3884834371,farming_forestry,"Farming, Ranching and Forestry",2024.0,"Crop Protection Territory Manager, NW Illinois",linkedin_2024,0.08,"Field sales and relationship management role; mentions new technologies, but no direct AI/data-science work and low routine automability.",1,gpt-5.4,openai,0.12,"Sales territory role mentions new technologies, but no AI/ML work; relationship-building and account management are largely non-routine.",1,gpt-5.4-mini,openai,0,0
3905254228,farming_forestry,"Farming, Ranching and Forestry",2024.0,Seasonal Laboratory Assistant,linkedin_2024,0.03,"Routine sample prep, calibration, documentation, and cleaning; no AI/ML duties mentioned, though physical lab work limits full automation.",1,gpt-5.4,openai,0.78,"No AI/ML work mentioned; duties are routine lab prep, calibration, documentation, and cleaning.",1,gpt-5.4-mini,openai,0,1
3902864553,farming_forestry,"Farming, Ranching and Forestry",2024.0,Digital Adoption and Change Management Specialist,linkedin_2024,0.12,"Focuses on change management and digital adoption, not AI; work is stakeholder-facing, analytical, and non-routine.",1,gpt-5.4,openai,0.18,"Change management and digital adoption work; mentions digital products, but no AI/ML building or highly routine machine-executable tasks.",1,gpt-5.4-mini,openai,0,0
3900962445,farming_forestry,"Farming, Ranching and Forestry",2024.0,Feed Delivery Driver (Night),linkedin_2024,0.01,"Manual driving, delivery, and physical labor; no AI/data tasks mentioned, though some recordkeeping is routine.",1,gpt-5.4,openai,0.18,"No AI/ML work described; mostly driving and physical delivery, with some routine recordkeeping.",1,gpt-5.4-mini,openai,0,0
3901691609,farming_forestry,"Farming, Ranching and Forestry",2024.0,"Senior Manager, Head of DT North America",linkedin_2024,0.18,"Strategic IT leadership and governance role; mentions digitization, not direct AI/data-science work, and tasks are non-routine managerial.",1,gpt-5.4,openai,0.08,"Digital transformation and IT governance role; little evidence of direct AI/ML work, and tasks are strategic, not routine.",1,gpt-5.4-mini,openai,0,0
3900945314,farming_forestry,"Farming, Ranching and Forestry",2024.0,Demand Forecasting Data & Statistics Manager,linkedin_2024,0.88,"Role directly uses statistical forecasting and advanced data analysis; managerial judgment, process improvement, and cross-functional leadership reduce automability.",1,gpt-5.4,openai,0.41,Statistical forecasting and advanced data analysis suggest analytics exposure; managerial coordination and process improvement reduce full automation.,1,gpt-5.4-mini,openai,1,0
3888973740,farming_forestry,"Farming, Ranching and Forestry",2024.0,Ag/Heavy Equipment Mechanic,linkedin_2024,0.03,Hands-on mechanical diagnostics and repairs; minimal AI/data use beyond basic computer tools and reporting.,1,gpt-5.4,openai,0.08,Mechanical repair role with basic computer use; no AI/ML work and core hands-on diagnostics remain largely manual.,1,gpt-5.4-mini,openai,0,0
3902784814,farming_forestry,"Farming, Ranching and Forestry",2024.0,Technical Writer,linkedin_2024,0.08,"Writes engineering manuals with teams; little direct AI work mentioned, but documentation tasks are partly routine, not mostly automatable.",1,gpt-5.4,openai,0.72,"Technical writing for manuals; mentions autonomous/intelligent products but role centers on documentation, not AI work.",1,gpt-5.4-mini,openai,0,1
3900945058,farming_forestry,"Farming, Ranching and Forestry",2024.0,Financial Analyst Seasonal Internship,linkedin_2024,0.32,"Data analytics experience is central, but no explicit AI/ML. Analysis, budgeting, and market tasks are partly automatable, not mostly routine.",1,gpt-5.4,openai,0.28,"Data analytics internship suggests some analytical tools, but no explicit AI/ML; tasks appear partly routine reporting and budgeting.",1,gpt-5.4-mini,openai,0,0
3906200470,farming_forestry,"Farming, Ranching and Forestry",2024.0,Grain Marketing Specialist,linkedin_2024,0.03,"Sales, relationship management, and advising growers dominate; no AI/data-science duties mentioned, and interpersonal judgment limits automation.",1,gpt-5.4,openai,0.18,"Sales and relationship-focused grain marketing; mentions market tools/news, but no AI/ML work and only partly routine.",1,gpt-5.4-mini,openai,0,0
3884937037,farming_forestry,"Farming, Ranching and Forestry",2024.0,Corporate Accountant I or II - Financial Accounting & Analysis - West Omaha - HEMPHILL EXCLUSIVE!,linkedin_2024,0.03,"Accounting, budgeting, close, and analysis role; mentions systems/process improvement, but no AI/data-science work.",1,gpt-5.4,openai,0.35,"Standard accounting role with financial analysis and process projects; no AI/ML work mentioned, but some routine close and reporting tasks are automatable.",1,gpt-5.4-mini,openai,0,0
3901364791,farming_forestry,"Farming, Ranching and Forestry",2024.0,Assembler,linkedin_2024,0.03,"Manual assembly role using digital instructions; no AI/data tasks mentioned, but repetitive production tasks are relatively automatable.",1,gpt-5.4,openai,0.78,"Assembly role with digital instructions; no AI/ML work mentioned, and tasks appear standardized and repetitive.",1,gpt-5.4-mini,openai,0,1
3903462780,farming_forestry,"Farming, Ranching and Forestry",2024.0,QA Clerk,linkedin_2024,0.03,"Clerical QA document processing and data review; no AI/ML duties mentioned, and tasks are largely routine and digitizable.",1,gpt-5.4,openai,0.72,"Clerical quality work with data review and document processing; no AI/ML mentioned, many routine repetitive tasks.",1,gpt-5.4-mini,openai,0,1
3902788275,farming_forestry,"Farming, Ranching and Forestry",2024.0,Tractor Operator - Night Shift,linkedin_2024,0.18,"Operates and tests autonomous tractors, but work is hands-on mechanical, safety-driving, transport, and site maintenance.",1,gpt-5.4,openai,0.22,"Mostly hands-on tractor testing, maintenance, and safety driving; some exposure to autonomous/intelligent systems, but little AI-specific work.",1,gpt-5.4-mini,openai,0,0
3904582563,farming_forestry,"Farming, Ranching and Forestry",2024.0,Office Manager,linkedin_2024,0.02,"Administrative customer service, order entry, purchasing coordination, and support tasks; no AI/data-science duties mentioned.",1,gpt-5.4,openai,0.62,"No AI/ML work mentioned; tasks are mostly order entry, customer service, and administrative coordination, which are partly automatable.",1,gpt-5.4-mini,openai,0,1
3898157584,farming_forestry,"Farming, Ranching and Forestry",2024.0,Manager of Environmental Assests,linkedin_2024,0.03,"Environmental asset management and sustainability planning are human judgment-heavy; no AI, ML, or data-science duties mentioned.",1,gpt-5.4,openai,0.18,"No AI/ML duties mentioned; role is strategic coordination and sustainability planning, only partly routine.",1,gpt-5.4-mini,openai,0,0
3889762099,farming_forestry,"Farming, Ranching and Forestry",2024.0,Farm Hand,linkedin_2024,0.01,"Manual driving, equipment maintenance, and seasonal outdoor farm work; no AI/data tasks mentioned.",1,gpt-5.4,openai,0.18,"No AI/ML or data-science duties listed; mostly driving, maintenance, and manual farm work with some routine tasks.",1,gpt-5.4-mini,openai,0,0
3905295631,farming_forestry,"Farming, Ranching and Forestry",2024.0,"Representative II, Account*",linkedin_2024,0.03,Sales/account management role; little direct AI use. Relationship-building and negotiation reduce automability despite some admin/reporting tasks.,1,gpt-5.4,openai,0.42,"Sales/account management role with reporting and admin; no AI/ML work mentioned, but many routine customer and documentation tasks.",1,gpt-5.4-mini,openai,0,0
3905299409,farming_forestry,"Farming, Ranching and Forestry",2024.0,Logistics Coordinator,linkedin_2024,0.02,"Logistics coordination uses carrier systems and scheduling, not AI methods; many tracking and administrative tasks are structured and partly automatable.",1,gpt-5.4,openai,0.42,"No AI/ML work described; coordination, tracking, scheduling, and troubleshooting are partly routine but still human-dependent.",1,gpt-5.4-mini,openai,0,0
3887493009,farming_forestry,"Farming, Ranching and Forestry",2024.0,Truck Driver - Heavy Haul,linkedin_2024,0.01,"Heavy-haul driving, inspections, and compliance tasks; no AI/data work mentioned, but many duties are structured and partly automatable.",1,gpt-5.4,openai,0.12,"Truck driving and equipment delivery; no AI/ML work mentioned, but some driving tasks may be partially automatable.",1,gpt-5.4-mini,openai,0,0
3887596395,farming_forestry,"Farming, Ranching and Forestry",2024.0,"Customer Service Representative (Twin Falls, ID)",linkedin_2024,0.02,"Clerical customer-service, order entry, and inventory tasks use standard software; little to no direct AI/ML involvement.",1,gpt-5.4,openai,0.72,"Administrative customer service and order-entry work; no AI/ML duties mentioned, but many clerical tasks are routine and software-based.",1,gpt-5.4-mini,openai,0,1
3904583427,farming_forestry,"Farming, Ranching and Forestry",2024.0,Service Technician,linkedin_2024,0.08,"Hands-on equipment diagnostics and repair; little explicit AI/data-science work, and physical nonroutine tasks limit automation.",1,gpt-5.4,openai,0.18,"No AI/ML work described; mostly hands-on diagnostics, repairs, and maintenance with some routine reporting.",1,gpt-5.4-mini,openai,0,0
3884436884,farming_forestry,"Farming, Ranching and Forestry",2024.0,Administrative Professional 2 - 20051120,linkedin_2024,0.02,"Administrative coordination, document processing, proofreading, and tracking are routine office tasks; no AI/ML or data-science duties mentioned.",1,gpt-5.4,openai,0.72,"Purely administrative, contract, and document work; little evidence of AI/ML use, but many tasks are routine and software-automatable.",1,gpt-5.4-mini,openai,0,1
3888973764,farming_forestry,"Farming, Ranching and Forestry",2024.0,Lead Agricultural Technician,linkedin_2024,0.03,"Hands-on agricultural equipment repair and diagnostics; minimal AI/data work, substantial physical, variable tasks limit automation.",1,gpt-5.4,openai,0.18,No AI/ML work described; hands-on repair role with some diagnostic and manual maintenance tasks.,1,gpt-5.4-mini,openai,0,0
3900947166,farming_forestry,"Farming, Ranching and Forestry",2024.0,Corteva Product Agronomist (MS/TN),linkedin_2024,0.08,"Field agronomy, trials, evaluations, training, and liaison work; little explicit AI/data-science, low routine automability.",1,gpt-5.4,openai,0.18,"Agronomy and field trials dominate; little explicit AI/ML work, and tasks require human judgment, coordination, and on-site observations.",1,gpt-5.4-mini,openai,0,0
3905294916,farming_forestry,"Farming, Ranching and Forestry",2024.0,Operations Supervisor - Plant Nutrient,linkedin_2024,0.01,"Plant operations supervision, safety, staffing, budgeting, and coordination; little AI use, many nonroutine people-management tasks.",1,gpt-5.4,openai,0.18,"No AI/ML work mentioned; mostly supervisory, safety, budgeting, and coordination tasks with some routine documentation.",1,gpt-5.4-mini,openai,0,0
3884928659,farming_forestry,"Farming, Ranching and Forestry",2024.0,Senior Accountant - HQ of Large Manufacturer Offering Continued Career Growth - HEMPHILL EXCLUSIVE!,linkedin_2024,0.03,"Traditional senior accounting, reporting, analysis, and ad hoc projects; little AI involvement, but some reporting tasks are software-automatable.",1,gpt-5.4,openai,0.35,"Accounting and financial reporting role; no AI/ML mentioned. Some tasks are standardized, but ad hoc analysis and projects reduce full automation.",1,gpt-5.4-mini,openai,0,0
3903475910,farming_forestry,"Farming, Ranching and Forestry",2024.0,Agriculture Field Manager,linkedin_2024,0.02,"Agricultural relationship management, field monitoring, training, and contracts; little AI use, substantial in-person judgment and coordination.",1,gpt-5.4,openai,0.18,"No AI/ML work mentioned; mostly relationship management, field monitoring, training, and recordkeeping with some routine administrative tasks.",1,gpt-5.4-mini,openai,0,0
3905329900,farming_forestry,"Farming, Ranching and Forestry",2024.0,Warehouse Operator,linkedin_2024,0.02,"Manual warehouse, inventory, shipping, forklift tasks; no AI/ML duties mentioned, but many processes are structured and repetitive.",1,gpt-5.4,openai,0.72,"No AI/ML work mentioned; tasks are routine warehouse operations, inventory, documentation, and shipping with some system use.",1,gpt-5.4-mini,openai,0,1
